IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
AC597B1,Maternal mortality ratio,MDG_0000000026,470,Malta,1985,YEAR,RATE_PER_100000,16.18033,10.5841,23.74194,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,104,Myanmar,1985,YEAR,RATE_PER_100000,572.49827,354.76225,836.56185,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,499,Montenegro,1985,YEAR,RATE_PER_100000,10.685,6.68614,17.77263,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,496,Mongolia,1985,YEAR,RATE_PER_100000,211.49564,143.80324,306.23009,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,508,Mozambique,1985,YEAR,RATE_PER_100000,1240.25519,893.77966,1706.8488,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,478,Mauritania,1985,YEAR,RATE_PER_100000,781.27744,460.22775,1169.32586,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,480,Mauritius,1985,YEAR,RATE_PER_100000,141.69367,108.57793,187.3894,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,454,Malawi,1985,YEAR,RATE_PER_100000,891.78519,584.36113,1284.94224,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,458,Malaysia,1985,YEAR,RATE_PER_100000,55.13256,46.55068,63.10034,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,516,Namibia,1985,YEAR,RATE_PER_100000,328.41602,235.58286,431.56213,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,562,Niger,1985,YEAR,RATE_PER_100000,1128.70122,843.84488,1440.44538,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,566,Nigeria,1985,YEAR,RATE_PER_100000,1283.01588,803.91595,1822.87744,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,558,Nicaragua,1985,YEAR,RATE_PER_100000,269.91864,186.54392,379.30451,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,528,Netherlands (Kingdom of the),1985,YEAR,RATE_PER_100000,11.44635,9.19068,14.11857,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,578,Norway,1985,YEAR,RATE_PER_100000,6.98356,4.87809,10.10787,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,524,Nepal,1985,YEAR,RATE_PER_100000,1171.49046,801.28977,1617.17115,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,554,New Zealand,1985,YEAR,RATE_PER_100000,16.90462,13.87482,23.18739,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,512,Oman,1985,YEAR,RATE_PER_100000,31.05675,21.98875,41.8439,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,586,Pakistan,1985,YEAR,RATE_PER_100000,368.12415,231.43689,558.16696,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,591,Panama,1985,YEAR,RATE_PER_100000,87.94499,77.08945,109.12631,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,604,Peru,1985,YEAR,RATE_PER_100000,273.97701,165.66929,470.86444,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,608,Philippines,1985,YEAR,RATE_PER_100000,255.93457,201.64427,306.16869,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,598,Papua New Guinea,1985,YEAR,RATE_PER_100000,354.25259,221.31044,543.35325,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,616,Poland,1985,YEAR,RATE_PER_100000,17.51363,14.00033,22.22273,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,630,Puerto Rico,1985,YEAR,RATE_PER_100000,31.82354,25.06401,40.14936,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,408,Democratic People's Republic of Korea,1985,YEAR,RATE_PER_100000,115.05376,67.00443,197.82191,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,620,Portugal,1985,YEAR,RATE_PER_100000,15.5813,12.2647,20.46904,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,600,Paraguay,1985,YEAR,RATE_PER_100000,251.94007,190.70901,385.7398,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,275,"occupied Palestinian territory, including east Jerusalem",1985,YEAR,RATE_PER_100000,110.26178,67.24375,182.28026,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,634,Qatar,1985,YEAR,RATE_PER_100000,23.9293,14.90803,36.76387,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,642,Romania,1985,YEAR,RATE_PER_100000,212.36164,169.12706,266.84176,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,643,Russian Federation,1985,YEAR,RATE_PER_100000,106.83701,84.23779,140.54809,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,646,Rwanda,1985,YEAR,RATE_PER_100000,952.09988,602.96806,1390.29662,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,682,Saudi Arabia,1985,YEAR,RATE_PER_100000,35.771,24.89671,54.62726,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,729,Sudan,1985,YEAR,RATE_PER_100000,1165.52093,714.44503,1686.24897,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,955,South-East Asia,1985,YEAR,RATE_PER_100000,643.82338,538.83566,794.39067,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,686,Senegal,1985,YEAR,RATE_PER_100000,759.97234,563.12867,984.12456,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,702,Singapore,1985,YEAR,RATE_PER_100000,17.69494,12.61152,22.95836,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,90,Solomon Islands,1985,YEAR,RATE_PER_100000,179.20615,114.98046,274.87641,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,694,Sierra Leone,1985,YEAR,RATE_PER_100000,1427.52708,930.59863,1978.13983,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,222,El Salvador,1985,YEAR,RATE_PER_100000,210.46756,127.57502,344.3611,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,706,Somalia,1985,YEAR,RATE_PER_100000,1199.01783,687.85124,1972.60248,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,688,Serbia,1985,YEAR,RATE_PER_100000,16.93784,11.02142,25.34787,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,728,South Sudan,1985,YEAR,RATE_PER_100000,3291.78365,1880.04691,4764.19096,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,678,Sao Tome and Principe,1985,YEAR,RATE_PER_100000,256.9623,178.39867,373.87893,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,740,Suriname,1985,YEAR,RATE_PER_100000,415.49327,285.23679,630.56013,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,703,Slovakia,1985,YEAR,RATE_PER_100000,9.76576,7.33043,14.4368,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,705,Slovenia,1985,YEAR,RATE_PER_100000,16.02631,12.34368,20.17546,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,752,Sweden,1985,YEAR,RATE_PER_100000,7.2412,5.42962,9.20824,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,748,Eswatini,1985,YEAR,RATE_PER_100000,484.34329,304.73671,746.01864,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,690,Seychelles,1985,YEAR,RATE_PER_100000,56.78471,32.85132,95.96964,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,760,Syrian Arab Republic,1985,YEAR,RATE_PER_100000,55.55453,37.41532,91.43688,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,148,Chad,1985,YEAR,RATE_PER_100000,1420.00255,1002.79343,1908.79582,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,768,Togo,1985,YEAR,RATE_PER_100000,680.0191,489.29715,975.30589,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,764,Thailand,1985,YEAR,RATE_PER_100000,77.55838,54.03188,108.02449,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,762,Tajikistan,1985,YEAR,RATE_PER_100000,113.62249,86.21733,150.50392,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,795,Turkmenistan,1985,YEAR,RATE_PER_100000,94.01449,72.79877,124.34149,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,626,Timor-Leste,1985,YEAR,RATE_PER_100000,1671.83658,999.66321,2425.94041,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,776,Tonga,1985,YEAR,RATE_PER_100000,128.97509,73.36315,218.64617,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,780,Trinidad and Tobago,1985,YEAR,RATE_PER_100000,108.89641,84.242,143.69789,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,788,Tunisia,1985,YEAR,RATE_PER_100000,124.66158,90.7226,195.07043,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,792,Türkiye,1985,YEAR,RATE_PER_100000,53.17363,35.79872,78.05507,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,834,United Republic of Tanzania,1985,YEAR,RATE_PER_100000,843.90957,583.73769,1140.96545,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,800,Uganda,1985,YEAR,RATE_PER_100000,757.21141,501.24718,1065.71686,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,804,Ukraine,1985,YEAR,RATE_PER_100000,66.18179,51.90915,85.05985,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,858,Uruguay,1985,YEAR,RATE_PER_100000,48.62194,39.80788,59.9322,PUBLISHED
AC597B1,Maternal mortality ratio,MDG_0000000026,840,United States of America,1985,YEAR,RATE_PER_100000,10.72918,8.46607,14.00258,PUBLISHED
